order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1259005,41938,prior,3,0,14,6.0
2264044,187774,prior,17,2,10,16.0
2272583,328,prior,9,0,15,21.0
764356,157979,prior,16,1,18,20.0
806857,91326,prior,45,1,10,5.0
2286007,16722,prior,20,5,16,6.0
1124503,42275,train,4,3,9,8.0
3251201,62724,prior,34,0,9,11.0
2848247,145067,prior,1,3,9,
3192728,49773,prior,1,4,13,
1044229,73666,prior,2,5,9,24.0
1862893,104128,prior,4,5,11,7.0
3223169,190440,prior,24,1,11,1.0
3250703,85972,prior,3,1,9,3.0
1405528,174433,prior,11,4,14,16.0
3123878,173965,prior,26,3,4,3.0
2632962,87583,prior,3,4,6,3.0
2440006,195386,prior,12,5,17,12.0
1347935,147703,prior,60,1,14,2.0
3173069,66296,prior,2,3,16,5.0
1890288,102215,prior,8,4,17,26.0
3382922,49141,prior,15,5,11,3.0
1042235,186409,prior,1,5,20,
1663784,104105,test,7,5,9,30.0
1604306,34278,prior,1,0,16,
636369,118701,train,11,4,15,30.0
1779982,68981,prior,54,0,9,7.0
1289177,183997,prior,55,2,11,5.0
889983,98567,prior,30,3,10,5.0
376084,113312,prior,2,2,2,25.0
2333974,48861,prior,10,1,8,0.0
3060524,18022,prior,8,0,9,28.0
2762564,42248,prior,44,0,14,15.0
762283,129753,prior,22,1,8,8.0
851448,202293,prior,19,6,16,4.0
2749306,98730,prior,8,0,12,6.0
3112183,101897,prior,3,1,9,15.0
509986,117398,prior,5,1,15,7.0
2860012,63352,train,5,2,7,7.0
2141676,73515,prior,1,3,19,
234696,28378,prior,44,4,13,3.0
250977,29374,prior,2,4,10,1.0
2143026,112494,test,50,1,14,1.0
330765,199823,train,6,1,22,30.0
1452224,138443,prior,3,6,15,30.0
63357,48556,prior,18,1,22,13.0
1635509,587,prior,10,3,13,18.0
1797189,90282,prior,53,1,7,5.0
1142797,187620,prior,19,6,8,7.0
304487,74889,prior,49,3,11,4.0
1452115,65269,prior,1,5,17,
2512024,26159,prior,1,6,10,
1264479,31476,prior,5,3,13,17.0
1499812,66160,prior,27,1,9,4.0
827612,187589,prior,28,1,22,28.0
2104279,186459,prior,32,2,15,15.0
207417,180131,prior,3,1,11,8.0
2532253,93470,prior,2,1,9,7.0
1698261,80874,prior,4,2,16,6.0
3385818,31763,prior,29,1,9,7.0
1880418,85565,prior,34,5,17,5.0
1194903,137494,test,5,6,18,11.0
374692,68731,prior,2,3,17,1.0
2240335,36006,prior,7,6,15,2.0
1927193,47412,prior,22,6,10,1.0
2560191,134346,prior,59,0,19,3.0
839681,128126,prior,15,6,14,7.0
3267552,192501,prior,3,2,17,25.0
1400401,206200,prior,4,1,11,14.0
534139,132039,prior,1,4,13,
117656,193456,train,6,2,20,30.0
1087213,195568,prior,19,5,16,6.0
3170144,146340,train,5,1,19,30.0
1738309,199709,prior,18,2,13,5.0
729938,154158,prior,3,0,10,3.0
2483992,191567,prior,9,4,15,10.0
314927,82693,prior,40,4,12,2.0
839572,181077,prior,16,4,11,9.0
1110041,160289,prior,7,6,6,3.0
1427130,30814,prior,14,0,20,5.0
1127501,560,prior,25,1,9,7.0
3378539,189302,prior,7,0,14,7.0
637449,55747,prior,21,0,9,7.0
2450301,42514,prior,12,4,12,6.0
2947198,171736,prior,10,2,7,12.0
1816605,194301,prior,35,4,18,3.0
3169006,205216,prior,1,1,9,
1622265,59225,prior,1,0,14,
2173764,170966,prior,38,3,10,1.0
1391510,136215,prior,3,0,19,30.0
989666,1785,prior,3,0,9,8.0
1756851,177689,prior,33,3,19,2.0
3162376,188712,prior,12,3,14,6.0
1840726,94321,prior,12,0,13,9.0
3020158,188017,prior,17,1,12,2.0
935832,48052,prior,31,6,13,6.0
578219,8726,prior,11,4,7,16.0
2496680,204270,prior,16,0,21,10.0
2466333,60665,prior,1,0,16,
2339137,189297,prior,9,4,10,3.0
3268676,36272,prior,41,1,16,0.0
2835707,129460,prior,13,1,18,23.0
661419,103297,prior,4,1,13,27.0
6365,100101,prior,6,2,12,7.0
760935,70545,prior,8,5,18,13.0
1112592,104554,prior,9,0,19,23.0
18652,97820,prior,44,1,10,4.0
2019388,78962,train,36,3,9,6.0
928687,16146,prior,7,1,11,10.0
2059079,193557,prior,28,0,15,1.0
646985,100395,prior,2,0,15,28.0
1002800,205267,prior,29,6,13,9.0
1337576,37289,train,20,3,13,12.0
104052,6358,prior,29,6,15,1.0
272828,84516,prior,2,1,14,16.0
883768,2688,prior,9,6,15,1.0
2385440,22466,prior,5,2,17,4.0
2786185,84565,prior,13,1,0,17.0
281039,32253,prior,11,3,15,7.0
1723683,181525,prior,3,3,13,30.0
3352934,204559,prior,21,1,15,10.0
1987629,90020,prior,20,1,10,17.0
3057812,180691,prior,6,0,9,9.0
1514180,182194,prior,23,2,11,6.0
1625955,15172,prior,11,3,11,7.0
3076868,42078,prior,13,0,9,30.0
2156761,146781,prior,92,0,14,1.0
973592,163671,prior,2,1,14,30.0
981769,75139,train,32,5,19,6.0
1986200,179373,prior,5,1,20,2.0
1724796,30665,prior,4,3,15,13.0
3273629,183448,prior,7,6,10,11.0
2973546,191846,prior,7,5,22,7.0
1804507,1473,prior,8,6,18,6.0
756247,148992,prior,1,2,16,
624099,66673,prior,51,3,15,3.0
3295809,91178,prior,15,0,16,15.0
2433379,191869,prior,16,3,11,11.0
3027880,96386,prior,29,5,16,9.0
2103005,194274,prior,23,3,13,8.0
258061,16379,prior,14,0,9,14.0
372638,186545,prior,4,0,14,22.0
697622,8461,test,8,2,10,7.0
238421,71049,prior,4,1,10,3.0
1413821,10400,prior,23,1,20,7.0
692417,87067,prior,5,5,11,22.0
690035,54096,prior,17,5,10,8.0
2207570,127915,prior,6,2,21,8.0
1276863,173937,prior,20,4,20,6.0
1229428,82037,prior,3,2,13,30.0
1067655,6325,prior,31,2,12,2.0
1132281,12787,prior,2,0,15,30.0
808514,128492,prior,18,0,8,19.0
734057,128810,prior,46,5,13,8.0
1975767,17962,prior,6,0,21,14.0
415150,171891,prior,16,3,12,15.0
330323,41323,prior,27,2,15,5.0
1929962,187756,prior,17,3,8,10.0
3073246,4577,prior,13,3,20,11.0
2404039,66329,prior,10,4,18,6.0
607694,126068,prior,6,1,9,22.0
1809826,194196,prior,14,3,12,4.0
2309150,56264,prior,9,2,9,1.0
2269467,135219,prior,8,1,17,7.0
2058193,49030,prior,44,2,18,1.0
1528613,194495,prior,38,4,14,3.0
659182,182227,prior,8,3,17,4.0
3093937,202114,prior,31,4,13,2.0
618651,114715,prior,32,6,15,8.0
2533937,194184,prior,1,0,19,
2882279,205451,prior,28,3,13,7.0
2206697,75727,prior,8,2,15,30.0
2633177,200254,prior,22,0,5,9.0
2789728,27832,prior,27,0,9,10.0
1088159,163387,prior,2,4,17,6.0
2633447,60715,prior,36,3,9,9.0
2577817,182970,prior,5,5,17,13.0
2549131,32989,prior,7,3,11,9.0
3152243,24810,prior,17,2,8,7.0
314179,144977,prior,86,3,12,1.0
1888059,167207,prior,9,3,11,23.0
1406883,106580,prior,73,0,14,4.0
967566,23334,prior,13,4,12,20.0
1269080,46607,prior,36,5,15,3.0
3330842,112841,prior,83,1,10,6.0
1917644,18318,prior,7,2,13,2.0
1008873,38623,prior,5,6,12,18.0
1577160,175622,prior,7,5,13,11.0
2633920,153673,test,21,5,23,2.0
2284260,138991,prior,15,4,16,11.0
590822,25786,prior,10,3,6,1.0
1784084,122509,prior,25,3,2,8.0
2766909,173363,prior,7,5,21,6.0
2977721,198910,prior,24,0,10,2.0
983374,113085,prior,25,1,8,4.0
1176120,77829,prior,13,1,20,3.0
2409061,81704,prior,9,2,13,5.0
1654383,144672,prior,2,0,15,30.0
2080040,118577,prior,8,1,9,7.0
1767453,185062,prior,12,6,17,14.0
2797347,104056,prior,3,2,19,30.0
2387358,165851,prior,34,1,11,4.0
1863433,93929,prior,2,5,11,19.0
734344,44899,prior,34,0,10,9.0
2957640,5934,prior,13,1,15,17.0
2167749,141650,prior,17,3,13,23.0
3293552,70983,prior,11,0,12,2.0
1072034,71438,prior,9,3,14,8.0
2932725,116098,train,6,0,10,14.0
1817189,22626,prior,21,1,10,6.0
1377527,168937,prior,16,0,20,9.0
997952,189906,prior,10,0,8,4.0
1193990,36355,train,4,4,20,5.0
263247,23371,prior,31,0,12,3.0
1574491,41079,test,4,1,21,28.0
390208,105894,prior,10,3,16,4.0
2496991,116151,prior,4,0,21,30.0
733248,155414,prior,22,5,21,30.0
1358748,181792,prior,7,4,11,13.0
1048840,27312,prior,26,2,17,8.0
759123,138873,prior,4,1,19,30.0
161394,125906,prior,35,1,12,3.0
2876439,48926,prior,36,1,18,8.0
1834675,7408,prior,3,1,17,3.0
554596,76098,prior,7,6,15,6.0
2204765,146661,prior,5,3,15,1.0
1472331,1797,test,4,0,20,30.0
1896752,109325,prior,5,0,18,30.0
3155488,63009,prior,1,4,20,
222521,179732,train,100,0,11,2.0
2969018,160119,prior,42,5,8,7.0
1059674,115854,prior,1,2,17,
2379696,169266,prior,7,0,9,30.0
2835176,2366,prior,23,3,22,7.0
202908,109231,train,33,4,18,6.0
2471740,168777,prior,9,3,12,7.0
1317115,181232,prior,11,0,15,9.0
396577,180810,prior,12,2,9,8.0
522919,146944,train,7,0,16,6.0
1165448,141862,train,4,0,8,30.0
1606700,99311,prior,8,2,22,24.0
1280830,25406,prior,5,3,15,20.0
2617808,86092,prior,44,1,15,3.0
3155453,116663,prior,6,6,17,27.0
736785,81492,prior,6,0,15,11.0
2158369,125911,prior,6,1,11,4.0
1796223,83953,prior,17,4,15,2.0
1716368,5117,prior,9,6,19,8.0
2181325,73630,prior,15,5,14,0.0
134078,41996,prior,56,5,8,2.0
2484243,75415,prior,18,1,18,8.0
791336,62678,prior,26,6,13,11.0
3288602,34505,prior,5,6,22,13.0
3079270,111406,prior,1,2,11,
1823119,83573,prior,13,5,8,24.0
1535796,39609,prior,3,2,11,30.0
1716461,85985,prior,6,6,13,24.0
198152,54123,prior,8,2,18,30.0
1981354,146830,prior,32,3,16,8.0
475014,21692,prior,10,3,17,6.0
255666,126477,prior,40,2,9,8.0
253453,43473,prior,8,6,11,28.0
748044,66479,prior,7,6,16,1.0
2698076,23410,prior,3,2,18,4.0
1724323,180348,prior,20,5,14,14.0
123123,176865,prior,1,1,12,
1529202,164999,train,5,0,15,30.0
996997,113627,prior,3,5,20,30.0
2452884,178407,prior,16,1,21,12.0
3021839,135731,prior,20,0,17,1.0
2919583,22301,prior,21,2,9,7.0
813199,205917,prior,42,4,10,3.0
2466733,168259,prior,2,5,12,4.0
2542817,65891,prior,7,2,13,16.0
1231579,71324,prior,2,6,16,13.0
2772151,108289,prior,4,0,16,14.0
974538,142688,prior,13,0,14,7.0
188955,133433,prior,25,6,12,4.0
2790470,112382,prior,6,3,17,11.0
1412081,61792,prior,1,0,18,
2319415,41043,prior,70,2,8,2.0
2465284,15069,prior,40,3,8,3.0
2855104,192060,prior,30,3,16,1.0
3044615,55689,prior,13,4,0,11.0
432428,92271,prior,12,3,15,0.0
1388821,7694,prior,8,2,16,8.0
987326,173763,test,4,4,12,30.0
1567226,52286,prior,2,2,16,30.0
715352,29200,prior,22,3,11,7.0
1158465,200391,prior,2,4,23,0.0
1003146,45774,prior,1,6,4,
2823239,50809,prior,15,5,10,15.0
956050,124188,prior,11,4,17,8.0
2593031,13697,train,21,5,13,3.0
2045341,9575,prior,5,5,14,14.0
1181518,144086,prior,23,5,9,2.0
1373974,165132,train,15,6,13,30.0
1830449,146048,prior,2,4,7,30.0
1191720,137066,prior,14,3,9,7.0
1336399,179201,prior,1,2,11,
2627727,141539,prior,31,3,13,7.0
1424712,200563,prior,7,1,13,7.0
2979097,133084,prior,5,6,20,30.0
1128794,38077,prior,4,4,9,27.0
1982101,56427,prior,3,6,14,24.0
153785,57620,prior,6,1,16,10.0
1478425,156184,prior,19,5,16,9.0
3368104,69699,prior,6,1,11,10.0
273385,128143,prior,22,1,18,9.0
1553039,12697,prior,7,4,15,24.0
340901,37003,prior,16,1,12,12.0
2157818,176001,prior,3,0,12,7.0
2142040,9664,prior,1,6,10,
2089621,11176,prior,1,1,19,
2049391,157678,prior,7,2,16,3.0
333504,65520,prior,9,1,10,10.0
394784,56079,prior,10,4,17,8.0
2295796,31777,prior,1,1,18,
3093668,174243,prior,6,2,1,18.0
3088305,181342,prior,18,5,20,11.0
2952727,168996,prior,5,3,15,10.0
2956476,158711,test,6,3,17,13.0
1971607,190034,prior,33,1,8,13.0
2036893,100978,prior,19,3,19,15.0
880977,74424,prior,17,3,10,16.0
850806,96952,prior,23,1,11,6.0
783691,205694,prior,7,2,16,7.0
467381,197100,prior,19,1,0,7.0
2955765,153477,prior,37,4,17,3.0
2904575,175029,prior,15,5,13,3.0
3253901,20965,prior,52,2,15,4.0
3415447,52254,prior,1,0,17,
1708483,152499,train,11,4,22,8.0
2522669,201737,prior,2,5,22,24.0
2299979,79809,prior,21,5,7,7.0
2141176,167278,prior,11,4,11,3.0
1202204,199666,prior,36,0,11,3.0
171820,114452,prior,50,1,7,4.0
1233656,41247,prior,2,2,17,1.0
3157704,43867,prior,23,3,16,11.0
739047,197132,prior,17,0,10,7.0
2842583,197672,prior,8,6,13,30.0
725485,194434,prior,6,2,8,29.0
1619990,31657,prior,2,1,18,30.0
1162868,136142,prior,19,6,11,7.0
1716653,124937,prior,88,1,10,8.0
2601167,67912,prior,36,1,9,7.0
17227,83381,prior,14,2,8,14.0
900217,197604,prior,7,0,8,30.0
2909639,118928,prior,13,1,15,3.0
836781,90672,prior,10,1,7,20.0
1308110,35498,prior,5,6,11,4.0
2425884,170754,prior,1,2,23,
3134734,6233,prior,3,6,10,30.0
2106354,187764,prior,2,3,13,7.0
225134,170746,prior,14,3,15,0.0
3191701,28367,prior,27,5,15,4.0
1881474,109353,prior,1,2,9,
1170426,138137,prior,28,0,8,8.0
578412,44034,prior,49,5,17,7.0
331819,150784,prior,20,6,10,5.0
747538,77078,prior,9,4,14,2.0
943111,62884,prior,12,0,16,3.0
2690596,106485,prior,6,5,10,4.0
851588,111304,train,20,1,16,14.0
71736,184875,test,4,5,19,5.0
134580,112519,prior,2,1,10,24.0
905643,37539,prior,14,2,8,30.0
1130839,97113,prior,2,6,12,30.0
17187,180167,prior,21,5,17,5.0
2227957,3110,prior,3,6,14,3.0
1476214,184028,prior,16,6,12,2.0
1278652,147579,train,5,5,15,8.0
3250066,187001,prior,4,1,15,7.0
779847,166665,prior,40,0,13,8.0
423315,201038,prior,18,5,10,4.0
883141,164257,prior,12,6,12,14.0
3209530,180988,prior,27,2,16,2.0
49574,194430,prior,8,5,14,9.0
641103,163880,prior,4,0,10,4.0
1351656,146737,prior,8,4,17,4.0
3089769,179571,prior,2,6,6,4.0
2320666,50271,prior,2,0,18,25.0
2211271,18876,prior,2,5,13,7.0
1666281,129919,prior,14,5,14,4.0
2056131,60954,prior,11,0,13,8.0
2177866,204441,prior,8,2,9,4.0
1584266,125564,prior,20,3,9,30.0
1614893,20591,prior,11,2,13,7.0
265469,103755,prior,7,3,9,11.0
1926441,12091,prior,56,1,16,6.0
208940,95683,prior,1,5,10,
1965570,173426,prior,31,1,8,9.0
1335836,85011,prior,1,3,10,
2528561,70608,prior,1,0,15,
2794930,194460,prior,4,0,17,6.0
1836950,15906,prior,2,3,14,12.0
59615,147520,prior,8,4,9,30.0
1002360,64366,prior,52,4,19,3.0
797013,159826,prior,2,5,22,25.0
1208398,192655,prior,2,5,6,5.0
61688,10828,train,41,0,16,6.0
2506306,158672,prior,5,6,13,6.0
3228774,108917,prior,23,5,16,3.0
3352436,176578,prior,4,0,13,5.0
1889086,183208,prior,6,1,0,15.0
1985612,97474,prior,9,2,16,15.0
2755678,90220,prior,52,2,14,5.0
2318468,78561,prior,33,2,9,9.0
937458,102045,train,5,6,12,22.0
2238319,31852,prior,16,1,12,26.0
2621303,194151,prior,20,0,7,30.0
2615954,190419,prior,39,1,14,2.0
569876,12490,prior,19,0,16,1.0
419749,103634,prior,51,5,8,7.0
2787692,199674,prior,3,5,11,14.0
2187493,62083,prior,1,5,16,
3347493,141768,prior,10,4,16,9.0
2815367,148881,prior,4,3,10,6.0
114600,121515,prior,22,6,1,7.0
579466,28819,prior,34,6,8,8.0
1603455,59404,prior,15,1,18,5.0
3374000,204574,prior,2,3,21,30.0
582035,7680,prior,9,4,2,10.0
2818752,131526,prior,11,4,15,7.0
3082040,193698,prior,1,2,20,
2355258,24936,prior,9,1,16,11.0
614617,198220,prior,41,3,15,7.0
2073849,39211,prior,26,0,13,30.0
2510260,7226,prior,5,6,15,21.0
2127750,98158,prior,16,5,12,3.0
2476967,33240,prior,26,0,14,10.0
3242342,79193,prior,28,2,1,30.0
3041919,101330,prior,26,3,8,2.0
496259,133662,prior,1,0,17,
1906966,41642,prior,38,0,20,11.0
1344547,161699,prior,16,5,1,30.0
1839263,9697,train,12,1,18,10.0
93629,81942,prior,25,6,10,13.0
1214293,197528,prior,11,1,15,30.0
3337461,119994,prior,87,5,9,1.0
602882,101812,prior,5,5,14,10.0
2879175,92534,prior,6,3,11,30.0
1800903,59182,prior,34,2,11,6.0
3204598,23993,prior,2,3,7,30.0
196939,144956,prior,7,5,20,4.0
1735464,102478,prior,7,6,20,8.0
2092582,144050,prior,25,5,9,9.0
788450,161249,prior,2,6,22,30.0
2712523,27353,prior,23,0,10,2.0
1761613,33387,prior,11,0,13,7.0
2918985,39791,prior,2,4,13,30.0
168838,95830,prior,4,0,18,6.0
1527574,121645,prior,13,2,17,1.0
2800623,49098,prior,15,2,7,4.0
1703633,117997,prior,13,2,10,5.0
2362053,150627,prior,21,4,14,11.0
2230220,89381,prior,4,3,13,7.0
1928791,125360,test,64,0,9,5.0
1108807,174541,prior,7,3,17,10.0
486040,170316,prior,3,1,17,2.0
3218897,113552,prior,48,4,14,3.0
1122231,43674,prior,11,2,18,9.0
2305281,54306,prior,12,2,15,7.0
1098749,97979,prior,21,1,9,11.0
1817964,193203,prior,2,5,16,30.0
3128655,189082,prior,3,3,23,0.0
2541185,105824,train,4,0,20,30.0
376973,78685,prior,13,6,19,19.0
909563,48777,prior,2,4,15,19.0
2400793,147236,prior,1,5,9,
2902423,72511,prior,30,3,20,29.0
1605874,86330,train,24,6,8,3.0
16074,187560,prior,6,0,16,6.0
1842682,182579,prior,29,5,2,2.0
2133654,51803,prior,14,2,8,23.0
1465026,124968,prior,8,5,21,17.0
2261995,56686,prior,1,1,9,
359524,182470,prior,9,2,9,22.0
2001466,156304,prior,18,6,14,5.0
407762,136233,prior,23,4,15,2.0
930140,77496,prior,12,5,9,6.0
1889745,102710,prior,8,1,12,30.0
856731,188945,prior,4,4,22,5.0
1473142,149955,prior,13,4,7,20.0
2449906,136483,test,11,5,17,30.0
3176706,108403,prior,1,0,13,
1633710,84073,prior,17,6,12,13.0
533164,204406,test,17,4,17,7.0
861343,3988,prior,8,0,14,30.0
2210263,105738,prior,15,1,9,7.0
839702,105046,prior,3,2,13,4.0
1062717,115375,prior,9,0,14,7.0
1139272,143525,prior,45,2,12,7.0
1292077,54495,train,7,4,15,7.0
71630,119049,prior,8,5,19,15.0
3406240,131988,prior,1,5,10,
1492233,188913,test,5,4,12,11.0
2402934,102875,prior,12,2,17,0.0
1378546,82085,prior,14,1,16,4.0
1456014,101575,prior,35,1,1,13.0
271594,114577,prior,3,3,23,1.0
1373452,71035,prior,3,2,17,4.0
329166,7990,prior,2,1,20,30.0
2944284,26462,prior,6,4,17,20.0
1944344,10221,prior,60,1,7,5.0
59902,205787,prior,19,2,17,7.0
1204318,23142,prior,20,5,10,8.0
1074973,6644,prior,14,0,12,7.0
2709677,196623,prior,43,4,9,3.0
3255831,75669,prior,22,0,23,8.0
1066010,18110,prior,23,1,7,3.0
1812488,66604,prior,12,6,22,7.0
465331,68702,prior,5,2,10,4.0
1815034,187457,prior,4,5,14,18.0
2222265,184260,prior,5,2,13,22.0
2178173,126322,prior,16,0,7,5.0
2070036,89613,prior,11,5,19,20.0
967760,193012,prior,74,0,6,2.0
48393,181409,prior,40,4,10,9.0
1694986,182075,prior,13,5,11,5.0
1623495,134452,prior,3,3,11,7.0
1941490,100270,prior,7,5,11,9.0
1717953,27511,prior,17,2,18,12.0
1122024,198114,prior,3,6,17,0.0
3071103,197243,prior,4,4,5,6.0
1373320,140375,prior,12,6,14,30.0
44722,891,prior,9,2,19,22.0
1243961,165625,prior,2,4,11,7.0
1451073,144536,prior,7,2,8,30.0
2834450,79372,prior,59,4,9,9.0
430381,63574,prior,1,2,12,
3113633,22865,prior,9,4,14,7.0
840979,148864,prior,2,1,16,29.0
138098,50434,prior,3,6,15,12.0
1615823,40762,prior,5,1,13,30.0
1302535,60869,prior,6,4,7,22.0
1365357,116744,prior,15,2,17,1.0
2789057,11983,prior,9,1,7,8.0
2570249,82535,prior,16,5,7,5.0
2596353,144562,prior,5,1,16,13.0
2755027,82232,prior,52,4,10,2.0
2178226,159178,prior,4,3,19,6.0
2045963,175401,prior,3,3,6,30.0
1099734,75200,prior,48,1,9,5.0
1149360,46040,prior,27,1,17,5.0
1034488,80030,train,5,4,18,17.0
1548323,138075,prior,8,2,11,7.0
1159450,76232,prior,20,0,11,7.0
1061695,34485,prior,8,3,15,13.0
3113002,16802,prior,3,6,10,13.0
223461,146600,prior,65,4,13,1.0
3330714,194688,prior,72,4,17,2.0
2763930,5609,test,10,5,8,8.0
2179328,168528,prior,28,5,11,4.0
1196678,186098,prior,1,0,12,
2969311,128200,prior,4,0,10,7.0
1977517,20999,prior,20,4,13,4.0
460695,72222,prior,11,0,9,8.0
1459642,91092,prior,12,3,19,4.0
2821355,38921,prior,3,3,12,30.0
89024,79043,prior,8,3,22,23.0
94205,85562,prior,4,2,12,12.0
519830,40157,prior,2,2,12,0.0
938089,104504,prior,24,5,15,7.0
3035183,43278,prior,2,1,16,3.0
1730313,46000,prior,21,5,12,8.0
2651198,15069,prior,33,1,8,7.0
3232795,163934,prior,6,0,14,15.0
453948,144390,prior,2,0,9,7.0
8190,3671,prior,7,0,9,30.0
2524096,98004,prior,35,6,12,0.0
274984,113880,prior,2,1,9,7.0
2609015,71603,prior,1,6,9,
654499,21717,prior,27,1,17,10.0
2680144,7957,prior,2,0,11,14.0
237553,41321,prior,2,4,18,4.0
62485,47135,prior,1,0,16,
1767662,134972,prior,15,0,16,11.0
1066124,78561,prior,37,2,16,13.0
1839619,59412,test,36,5,8,9.0
2697136,76360,prior,11,0,9,7.0
2018582,34979,prior,1,2,18,
2512775,5262,prior,6,0,18,13.0
2065679,68442,prior,6,3,19,15.0
652131,104431,prior,7,1,12,12.0
1074091,52123,prior,3,5,15,6.0
2716420,104263,prior,18,0,13,4.0
656231,63013,prior,15,1,9,6.0
3196532,128347,prior,49,0,22,3.0
532985,68897,prior,21,6,12,10.0
2114709,139355,prior,3,2,8,30.0
3138603,31849,prior,27,2,8,15.0
122619,150988,prior,3,2,11,16.0
1337564,30732,prior,6,1,8,22.0
602724,85825,prior,28,0,12,8.0
2990250,69835,prior,2,3,14,11.0
2114358,164182,prior,48,2,13,7.0
195400,146845,prior,68,6,10,2.0
1110354,194713,prior,14,4,8,8.0
2514685,150375,prior,7,5,11,5.0
1026653,60960,prior,4,6,12,23.0
1270855,132809,prior,9,0,17,30.0
1466149,160197,prior,3,4,15,0.0
380452,198180,prior,1,0,22,
2209561,14505,prior,33,5,21,9.0
811344,89428,prior,17,0,14,9.0
374381,193039,prior,23,6,13,8.0
3342272,79502,prior,5,5,12,13.0
1653679,202317,prior,8,2,12,15.0
433995,38413,prior,6,2,11,30.0
3020653,102502,prior,6,3,14,30.0
3132152,85333,prior,48,1,14,0.0
238455,180912,prior,19,4,1,6.0
1489384,100031,prior,17,6,9,10.0
94209,15732,prior,1,2,15,
2138232,54304,train,66,0,7,3.0
1653327,15814,prior,4,2,11,30.0
1418876,110186,prior,8,0,15,9.0
514426,92078,prior,16,4,15,28.0
1486808,28837,prior,1,4,10,
2130412,185942,prior,2,3,14,3.0
2636234,116698,prior,23,0,13,5.0
2967037,132721,prior,4,2,11,6.0
745156,39292,prior,10,2,10,24.0
1236579,138861,prior,23,6,17,6.0
210701,142958,prior,33,0,13,7.0
2410297,95433,prior,3,3,14,17.0
838529,125487,prior,33,3,11,1.0
505405,108577,prior,27,0,19,12.0
52191,65231,prior,22,1,13,7.0
2031898,199800,train,21,3,16,9.0
228889,1421,prior,1,6,18,
2983053,164575,test,12,1,18,15.0
2726466,37987,prior,29,6,9,7.0
2917498,98425,train,7,1,14,8.0
2790886,169621,prior,11,6,16,1.0
2573733,61348,prior,13,1,12,26.0
3304265,49854,prior,22,3,13,6.0
1413061,107893,prior,10,5,16,30.0
856696,185221,prior,2,1,8,4.0
607284,144446,prior,23,2,16,17.0
649053,114154,prior,5,0,14,1.0
936228,189737,prior,29,4,11,18.0
655595,22754,prior,8,3,15,15.0
2052335,113170,prior,12,6,13,14.0
2103385,173299,prior,2,4,14,10.0
1613717,77164,prior,33,0,15,2.0
1621784,159408,prior,53,3,9,6.0
2205118,70838,prior,2,0,8,30.0
2857976,96930,prior,34,1,11,5.0
2130922,162516,prior,17,6,9,14.0
2503039,17942,prior,12,3,11,1.0
1257167,124594,prior,33,0,13,1.0
611404,192304,prior,4,3,15,15.0
2186983,61000,prior,75,3,15,2.0
766208,162940,prior,20,2,13,2.0
3387367,118566,prior,26,2,15,30.0
1538894,52036,prior,19,5,16,9.0
1381522,203883,prior,15,1,8,10.0
2804042,141397,prior,10,4,18,14.0
1862200,172244,prior,61,6,15,8.0
1172265,124478,prior,2,6,12,30.0
993122,83776,prior,17,0,18,6.0
3242268,32165,prior,45,2,3,3.0
1989634,177469,prior,22,4,11,11.0
199837,22753,prior,7,1,16,30.0
3332705,181347,prior,55,3,11,4.0
2683455,10899,prior,33,0,9,3.0
1821268,51286,train,8,5,17,13.0
2625222,24079,prior,29,0,12,3.0
267850,6852,prior,3,3,8,19.0
291431,177031,prior,19,3,17,16.0
2723021,81647,prior,13,4,18,7.0
2619796,182010,prior,24,3,10,2.0
234798,128151,prior,1,0,12,
3320675,116829,train,6,3,8,12.0
40010,24987,prior,5,1,14,18.0
88911,149459,prior,49,3,15,1.0
3019240,89211,prior,7,0,12,6.0
200400,22104,prior,49,3,12,3.0
1186235,4148,prior,24,1,23,20.0
392450,144851,prior,2,1,17,3.0
2966564,97965,prior,15,1,8,6.0
1071910,204822,prior,13,0,11,30.0
1801050,114432,prior,5,1,20,9.0
1835542,35717,prior,28,3,9,0.0
2186100,79103,prior,26,4,15,7.0
2750407,95062,prior,12,1,23,2.0
939076,9650,test,12,5,16,6.0
2676359,36558,prior,5,5,8,21.0
1369167,78887,prior,9,3,19,21.0
1736219,37956,prior,12,4,23,19.0
162555,112575,prior,1,1,19,
2589934,14437,prior,80,3,13,1.0
1392626,94200,prior,40,2,9,7.0
2714375,131889,test,9,1,13,11.0
2978865,146263,prior,8,1,11,18.0
1339131,51176,prior,56,2,7,30.0
324442,138078,prior,16,6,16,1.0
2961026,162523,prior,1,4,7,
3376324,38424,prior,6,1,21,30.0
3376028,14605,prior,3,1,22,24.0
1011751,167203,prior,27,5,8,4.0
2704789,193635,prior,2,6,10,24.0
2790202,162374,prior,1,6,16,
1721066,194006,prior,2,4,14,5.0
3049832,35298,prior,21,2,20,0.0
878698,2019,prior,26,3,10,8.0
1307323,21776,prior,4,2,17,30.0
1501065,170857,prior,3,0,15,8.0
3367421,118478,prior,7,2,21,22.0
2856801,12448,prior,42,5,7,3.0
37784,163003,prior,42,0,13,8.0
955361,141643,prior,2,1,14,16.0
661803,74745,prior,14,4,15,7.0
2072843,145244,prior,43,4,10,1.0
843437,58947,prior,19,1,0,14.0
